matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,CSRCV_NUM_PACKET_VALS,time_io_frac_avg,time_decompress_frac_avg,time_execute_frac_avg,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare,matrix_mae,matrix_max_ae,matrix_mse,matrix_mape,matrix_smape,matrix_lnQ_error,matrix_mlare,matrix_gmare
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.001859,26.162395,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.900303,1.000001,262144,0.6559,0.2143,0.1298,4.1385e-16,2.84217e-14,1.34054e-30,1.43478e-13,7.17388e-14,-1.07358e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.001630,16.088714,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.900059,1.000001,524288,0.5240,0.2990,0.1770,4.1386e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17385e-14,-1.07376e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.032239,12.037883,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899815,1.000000,1048576,0.5033,0.3254,0.1713,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.006894,12.340899,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899815,1.000000,2097152,0.4910,0.3347,0.1744,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.013750,12.257427,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899815,1.000000,4194304,0.4868,0.3435,0.1697,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.011102,12.289530,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899815,1.000000,8388608,0.4954,0.3375,0.1671,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.041715,11.928383,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899815,1.000000,16777216,0.4906,0.3418,0.1676,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/nv2/nv2.mtx,64,1453908,1453908,52728362,1.001282,34.018908,608.974438,0.000000,0.000000,CSR_CV_BLOCK_ID,1453908,1453908,52728362,612.117424,1.005161,64,0.7500,0.0490,0.2010,20.2958,57344.1,209715,14.137,0.00519605,-0.000107524,-3.60633,0.000247552,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/nv2/nv2.mtx,64,1453908,1453908,52728362,1.002428,32.928017,608.974438,0.000000,0.000000,CSR_CV_BLOCK_ID,1453908,1453908,52728362,610.545971,1.002581,128,0.7752,0.0275,0.1973,21.043,57344.1,219090,14.1378,0.0054166,-7.06586e-05,-3.78865,0.000162684,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/nv2/nv2.mtx,64,1453908,1453908,52728362,1.001831,35.158157,608.974438,0.000000,0.000000,CSR_CV_BLOCK_ID,1453908,1453908,52728362,609.760326,1.001291,256,0.7853,0.0186,0.1961,21.2094,57344.1,218598,14.1373,0.0055175,-7.19844e-05,-3.78058,0.000165736,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/nv2/nv2.mtx,64,1453908,1453908,52728362,1.002725,34.390624,608.974438,0.000000,0.000000,CSR_CV_BLOCK_ID,1453908,1453908,52728362,609.367504,1.000645,512,0.8012,0.0163,0.1825,21.223,57344.1,218239,14.1373,0.00552495,-5.04742e-05,-3.93474,0.000116214,0,0,0,0,0,0,-inf,0
